N,P,K,temperature,humidity,ph,rainfall,wind_speed,soil_moisture,crop_type,yield_index
116.0,15.0,48.0,24.8,85.7,6.55,41.8,7.9,46.9,watermelon,96.6
98.0,5,194.0,41.4,99.2,3.5,10,2,52.6,mothbeans,22.7
134.0,144.0,72.0,23.0,94.8,5.67,64.9,19.6,23.6,banana,51.8
116.0,15.0,63.0,18.5,100,7.05,95.9,11.2,33.9,rice,51.9
65.0,79.0,17.0,26.7,97.4,5.43,300,8.0,35.2,rice,68.3
24.0,136.0,205,26.0,81.6,5.99,71.1,7.8,53.5,grapes,94.4
92.0,49.0,37.0,22.9,81.7,6.68,250.3,15.4,14.4,rice,96.4
24.0,112.0,176.0,22.0,80.9,6.21,61.2,16.1,59.4,grapes,93.3
43.0,32.0,19.0,16.0,49.7,5.09,34.8,3.4,80.3,maize,79.0
140,5,36.0,44,22.0,8.92,300,12.1,56.8,maize,27.1
93.0,20.0,5,12.3,100,4.22,10,16.4,28.6,coconut,41.3
140,34.0,59.0,30.4,59.9,6.15,246.6,8.6,73.7,coffee,55.3
27.0,75.0,18.0,29.6,49.7,5.9,143.3,6.5,62.9,pigeonpeas,93.1
11.0,145,205,29.2,95.4,4.87,142.8,11.0,21.4,grapes,46.0
47.0,64.0,32.0,33.3,61.8,6.56,271.6,14.7,39.5,pigeonpeas,51.7
23.0,17.0,11.0,22.7,94.1,7.21,84.7,6.2,42.4,orange,95.8
110.0,24.0,43.0,25.5,87.8,6.27,44.4,10.4,58.6,watermelon,96.0
14.0,5,5.0,9.8,25.8,8.16,263.7,7.7,29.9,maize,26.8
140,37.0,11.0,22.2,75.4,7.54,32.0,10.1,29.4,muskmelon,37.0
32.0,38.0,71.0,29.3,74.6,7.21,97.1,15.5,81.0,jute,65.8
111.0,81.0,56.0,28.3,81.1,6.09,103.6,23.2,11.1,banana,98
140,145,173.0,11.3,100,4.25,267.2,18.3,38.4,blackgram,18.9
69.0,18.0,26.0,34.9,100,7.08,11.8,16.5,55.2,muskmelon,58.3
140,20.0,205,8.5,14,4.46,300.0,8.5,40.7,mungbean,20.2
14.0,143.0,205,24.8,81.8,5.98,55.8,20.8,54.1,grapes,89.7
15.0,45.0,65.0,30.1,100,7.44,118.6,10.4,26.5,papaya,64.4
15.0,30.0,35.0,11.4,31.1,6.41,164.9,16.7,36.6,chickpea,30.1
22.0,52.0,12.0,24.2,45.9,6.36,12.0,10.8,44.3,mothbeans,82.5
19.0,80.0,17.0,24.6,65.7,6.87,45.7,10.1,34.0,lentil,95.3
79.0,46.0,41.0,24.3,83.1,6.47,247.4,14.4,40.6,rice,93.6
101.0,17.0,56.0,28.2,93.0,6.09,20.3,2,47.4,muskmelon,95.6
16.0,19.0,36.0,22.2,92.1,5.91,114.2,18.5,45.7,pomegranate,97.6
31.0,20.0,27.0,32.8,100,7.02,269.5,8.1,29.6,coconut,60.6
140,5,187.0,42.8,99.3,8.71,31.0,13.1,69.4,coffee,26.5
25.0,9.0,75.0,14.4,72.8,4.81,59.8,17.6,29.3,pomegranate,42.2
46.0,50.0,45.0,31.5,91.9,6.5,123.3,13.3,44.1,papaya,91.9
89.0,45.0,31.0,23.9,82.4,6.28,251.2,15.0,35.1,rice,96.0
14.0,59.0,17.0,24.8,63.4,6.89,49.1,5.1,27.4,lentil,98
39.0,60.0,22.0,22.2,98.5,5.19,76.7,7.1,53.9,mungbean,51.7
116.0,118.0,200.0,10.8,14.7,3.67,299.9,13.5,46.3,pigeonpeas,18.5
110.0,140.0,5,44,95.3,4.06,238.6,12.1,43.6,maize,33.1
14.0,82.0,10.0,21.5,45.9,5.65,12.7,12.0,74.8,mothbeans,47.7
21.0,27.0,29.0,27.6,97.8,5.72,55.0,12.3,53.8,pomegranate,71.4
22.0,5,26.0,10.1,14,3.77,11.5,16.0,29.4,banana,21.4
106.0,118.0,5,8.4,100,4.14,269.4,6.6,69.2,papaya,24.3
30.0,49.0,5,26.4,38.8,7.46,118.2,8.9,50.1,mothbeans,65.3
140,12.0,25.0,10.7,14,8.45,16.2,11.7,41.0,grapes,18.9
112.0,18.0,48.0,28.6,93.0,6.35,21.5,15.0,88.9,muskmelon,96.6
45.0,108.0,35.0,17.1,27.2,8.87,49.6,12.1,50.6,chickpea,54.0
23.0,14.0,14.0,22.1,93.0,6.82,99.1,10.0,43.5,orange,96.0
14.0,91.0,41.0,12.2,39.5,6.87,184.6,6.9,48.7,kidneybeans,40.5
52.0,37.0,39.0,23.3,83.4,5.83,10,5.2,74.1,muskmelon,49.2
0,123.0,5,11.0,100,3.89,24.4,15.5,54.2,rice,19.1
13.0,145,37.0,8.4,100,4.08,10,11.2,67.7,coffee,27.2
21.0,115.0,8.0,33.0,77.5,5.7,10,8.4,35.3,lentil,36.2
106.0,64.0,56.0,27.9,81.2,6.26,128.2,12.0,73.0,banana,93.6
16.0,145,81.0,28.7,100,5.36,34.0,7.4,61.7,apple,60.4
137.0,10.0,21.0,42.0,22.9,4.26,26.2,22.9,42.6,watermelon,38.0
123.0,37.0,201.0,10.2,14.1,4.61,12.7,10.1,55.1,lentil,26.0
53.0,52.0,5,35.7,76.4,7.94,95.5,12.6,83.4,blackgram,58.9
125.0,49.0,25.0,23.7,79.7,6.91,90.4,7.2,51.8,cotton,97.9
22.0,14.0,6.0,22.6,91.0,6.98,104.3,22.8,60.2,orange,96.1
19.0,53.0,21.0,28.3,86.6,6.72,42.9,14.0,56.6,mungbean,96.9
0,140.0,5,11.1,99.7,8.24,259.1,4.5,19.9,pomegranate,26.3
140,5,5,42.4,16.4,4.4,264.5,15.9,54.9,kidneybeans,35.2
17.0,26.0,39.0,31.2,50.7,5.73,106.6,19.6,81.4,mango,92.0
11.0,112.0,5.0,32.6,75.8,6.65,300,17.0,50.9,pigeonpeas,45.0
140,145,200.0,42.5,94.3,8.75,37.4,20.7,27.3,orange,33.3
22.0,28.0,31.0,31.3,50.3,5.77,101.1,4.9,32.7,mango,95.5
30.0,73.0,18.0,33.1,60.3,6.58,84.6,16.0,54.3,pigeonpeas,77.0
19.0,145,166.0,10.4,96.1,8.68,271.2,11.1,57.8,watermelon,21.5
74.0,106.0,5,10.0,91.2,8.63,272.9,9.8,64.3,banana,43.5
53.0,10.0,200.0,10.8,88.2,3.53,300,8.2,37.9,grapes,42.1
10.0,76.0,13.0,23.0,72.6,5.49,75.8,12.9,44.7,mungbean,55.6
14.0,46.0,30.0,28.2,67.1,6.83,83.6,18.0,66.5,mango,70.9
48.0,8.0,22.0,23.8,14,7.72,152.6,8.4,57.1,chickpea,60.8
23.0,60.0,18.0,22.0,62.0,7.1,44.9,8.5,45.3,lentil,96.3
105.0,18.0,50.0,29.8,92.9,6.56,23.3,16.5,67.5,muskmelon,98
43.0,74.0,13.0,25.9,58.7,5.51,38.5,19.9,12.2,mungbean,50.9
39.0,67.0,18.0,30.1,65.8,7.07,73.2,20.8,37.9,blackgram,98.0
35.0,143.0,194.0,24.4,78.0,6.02,63.5,9.9,36.1,grapes,87.7
13.0,38.0,16.0,22.6,28.8,6.85,84.0,14.5,57.1,pigeonpeas,58.0
14.0,145,205,30.1,91.5,7.45,131.6,16.4,30.7,grapes,52.8
15.0,101.0,12.0,24.4,38.1,6.44,54.1,15.5,37.6,kidneybeans,62.4
23.0,44.0,20.0,29.0,85.9,6.88,46.2,18.9,61.3,mungbean,94.4
140,12.0,205,41.2,14,3.72,300,11.2,52.6,lentil,17.2
21.0,22.0,174.0,42.2,96.6,4.08,263.9,11.6,63.3,maize,28.3
124.0,58.0,71.0,32.2,64.3,6.92,30.4,9.6,54.1,banana,55.2
0,121.0,205,42.4,99.0,8.67,299.3,14.0,51.2,muskmelon,24.0
116.0,74.0,31.0,27.7,100,7.17,300,7.8,40.3,jute,54.9
134.0,90.0,50.0,26.2,80.5,5.9,112.6,24.4,30.6,banana,90.2
140,145,204.0,10.2,16.9,8.58,283.5,2,58.8,mungbean,17.0
99.0,18.0,53.0,25.5,85.4,6.47,35.6,19.6,64.7,watermelon,94.7
38.0,21.0,12.0,22.0,100,4.81,92.3,18.5,87.6,coconut,46.5
22.0,5,5,8.4,98.3,4.31,300,14.5,10,rice,34.3
15.0,20.0,5,32.8,100,4.18,161.3,13.1,32.5,coconut,59.1
22.0,145,25.0,43.0,16.1,8.13,10,7.3,53.4,banana,22.2
23.0,58.0,17.0,27.6,53.2,6.75,53.4,13.2,35.0,mothbeans,94.6
24.0,115.0,16.0,22.4,34.0,6.91,259.9,10.7,27.2,pigeonpeas,51.1
14.0,47.0,27.0,18.7,21.2,5.66,82.6,15.6,58.1,kidneybeans,94.1
24.0,54.0,24.0,28.2,85.1,6.54,48.2,11.4,54.0,mungbean,95.5
20.0,145,192.0,12.4,100,4.1,252.1,13.0,37.1,chickpea,29.0
22.0,72.0,21.0,31.5,64.4,7.32,62.4,30.1,51.7,blackgram,87.5
19.0,15.0,38.0,23.2,86.9,5.91,109.2,15.0,44.4,pomegranate,93.1
41.0,26.0,57.0,32.9,100,6.43,300,13.9,21.3,coconut,41.7
124.0,143.0,5,13.4,14,3.99,286.9,17.4,40.8,coffee,31.4
88.0,44.0,43.0,22.8,82.5,6.48,222.6,22.0,58.5,rice,91.2
12.0,6.0,205,8,95.0,3.8,25.3,12.9,79.8,lentil,32.0
48.0,145,83.0,28.0,71.1,7.02,35.6,16.2,54.7,grapes,48.0
17.0,61.0,12.0,17.6,24.1,5.55,132.0,11.8,31.9,kidneybeans,95.0
115.0,10.0,5,44,14,8.4,10,16.6,48.9,coconut,29.3
33.0,134.0,42.0,13.2,14.5,8.7,24.6,5.6,46.3,pigeonpeas,25.3
20.0,17.0,11.0,22.7,93.7,6.7,110.6,20.4,28.7,orange,93.8
47.0,137.0,205,10.3,100,8.29,42.1,9.3,63.2,lentil,29.9
72.0,7.0,32.0,19.0,59.9,6.06,300,21.7,55.3,jute,49.0
140,145,24.0,37.5,14,3.81,300,8.1,63.0,coffee,35.9
90.0,75.0,18.0,17.9,80.5,7.05,150.1,4.1,10,maize,75.6
18.0,58.0,80.0,17.3,100,6.98,44.2,13.2,55.8,apple,46.4
21.0,62.0,17.0,26.0,66.1,6.79,41.6,18.0,50.1,lentil,94.8
27.0,27.0,15.0,31.9,27.9,5.67,86.3,12.6,53.4,mothbeans,58.3
17.0,22.0,28.0,32.4,52.7,6.28,96.4,13.9,69.0,mango,95.4
26.0,24.0,26.0,30.8,50.7,5.74,103.6,4.3,52.2,mango,97.0
140,140.0,200.0,8,14,8.23,15.8,11.3,81.1,jute,19.9
75.0,93.0,25.0,32.4,74.0,6.03,114.0,15.5,59.1,blackgram,54.8
9.0,16.0,17.0,28.6,100,6.52,53.1,9.2,45.4,orange,59.4
18.0,34.0,63.0,21.6,95.0,6.65,154.8,17.8,59.3,banana,47.8
25.0,35.0,5,11.9,97.1,8.53,31.1,19.4,64.0,mungbean,54.7
128.0,14.0,11.0,8.6,100,8.71,270.8,14.2,44.4,orange,46.4
23.0,44.0,5,21.6,14,6.94,61.0,15.0,34.5,kidneybeans,69.6
73.0,136.0,198.0,39.9,100,7.94,10,11.9,44.3,banana,29.9
17.0,17.0,31.0,27.3,96.5,5.9,181.8,2,33.1,coconut,95.1
26.0,135.0,19.0,8,14,4.04,262.8,14.6,38.4,pomegranate,26.4
22.0,58.0,33.0,22.5,67.7,6.01,103.2,7.8,47.2,mothbeans,55.4
105.0,17.0,47.0,29.4,91.6,6.09,25.8,17.0,30.9,muskmelon,94.2
57.0,51.0,5,26.0,48.0,7.59,112.2,17.5,55.8,maize,76.8
53.0,79.0,55.0,35.3,92.5,6.59,110.8,13.8,40.6,papaya,94.3
25.0,95.0,27.0,13.8,38.1,6.43,65.9,14.6,41.1,kidneybeans,65.8
128.0,27.0,63.0,31.9,74.0,4.96,70.9,4.3,54.4,banana,67.5
25.0,50.0,24.0,26.3,84.9,6.66,46.0,6.7,41.2,mungbean,93.3
13.0,9.0,182.0,44,93.5,8.14,29.2,8.1,29.4,cotton,28.3
138.0,5,191.0,13.4,90.8,3.68,299.0,11.8,49.7,lentil,22.4
126.0,46.0,28.0,24.4,79.7,7.02,98.9,8.9,39.9,cotton,95.5
40.0,51.0,10.0,23.1,94.0,5.24,176.5,6.1,16.8,banana,40.6
20.0,13.0,15.0,41.8,19.1,4.21,257.1,11.6,30.2,pomegranate,39.1
140,145,201.0,11.1,96.2,4.05,289.9,15.6,36.3,coconut,30.8
122.0,56.0,50.0,32.1,68.4,5.43,183.7,7.5,52.4,banana,69.3
126.0,56.0,11.0,29.3,94.0,5.7,71.4,10.4,50.7,rice,56.5
140,54.0,13.0,23.3,81.6,6.91,95.5,16.0,40.1,cotton,94.9
97.0,35.0,24.0,21.5,100,6.18,10,7.2,70.1,jute,63.9
19.0,111.0,205,12.7,14,8.31,261.7,19.8,50.2,kidneybeans,39.6
0,8.0,176.0,42.2,14,3.95,10,10.0,39.0,muskmelon,25.2
22.0,138.0,73.0,22.1,68.8,5.32,57.2,9.1,19.0,banana,40.9
15.0,16.0,31.0,27.7,95.8,5.77,159.3,21.4,56.2,coconut,88.6
118.0,34.0,35.0,25.9,60.9,6.81,157.6,8.4,52.0,coffee,95.6
140,14.0,47.0,34.3,38.7,7.99,110.5,25.5,49.8,coffee,39.4
25.0,117.0,191.0,22.2,92.5,5.84,95.4,10.3,54.0,apple,95.6
92.0,29.0,42.0,24.7,59.0,6.73,143.4,17.0,38.5,coffee,87.3
107.0,110.0,205,13.0,100,3.85,10,11.6,51.8,muskmelon,41.4
7.0,143.0,205,27.2,93.1,6.95,61.8,23.0,90,grapes,67.7
60.0,66.0,55.0,33.9,95.1,6.79,145.7,14.4,35.0,papaya,92.4
81.0,50.0,40.0,22.9,79.0,6.82,192.8,8.7,46.6,jute,91.9
140,39.0,13.0,30.0,90.8,7.72,10,8.0,44.6,cotton,74.0
0,17.0,11.0,42.1,96.5,8.02,47.7,10.8,39.1,jute,22.8
140,125.0,35.0,32.2,67.7,6.91,174.5,9.0,28.6,banana,51.7
37.0,145,5,8,31.1,8.19,300,20.2,63.3,mango,21.3
25.0,26.0,9.0,22.5,93.0,7.0,107.4,5.7,24.2,orange,88.8
140,21.0,22.0,42.2,14,8.61,270.8,19.7,55.0,muskmelon,36.1
26.0,25.0,40.0,18.3,65.4,6.93,45.0,18.1,44.1,pomegranate,67.5
21.0,51.0,24.0,17.0,19.4,5.68,99.4,11.0,41.5,kidneybeans,94.8
16.0,69.0,32.0,36.5,72.0,6.22,115.8,9.8,26.3,mungbean,52.2
81.0,61.0,19.0,23.7,64.8,6.4,83.5,8.3,80.9,maize,96.3
12.0,19.0,9.0,22.9,91.1,7.4,85.0,10.9,36.8,orange,94.0
2.0,108.0,35.0,13.0,14,4.47,26.1,19.3,42.0,kidneybeans,36.7
0,41.0,24.0,42.9,14,4.23,300,14.6,55.3,apple,18.4
45.0,13.0,48.0,22.9,45.6,7.99,300,18.6,55.8,coffee,35.5
0,16.0,183.0,44,96.0,3.63,24.9,15.3,52.6,blackgram,22.6
24.0,85.0,33.0,21.1,43.4,4.95,197.4,15.0,46.2,pigeonpeas,72.9
10.0,113.0,205,9.6,14.6,8.62,31.9,6.0,44.2,maize,28.8
24.0,65.0,19.0,27.4,64.2,6.87,51.4,13.6,34.3,lentil,94.4
110.0,27.0,27.0,25.5,60.9,6.92,183.0,14.1,19.0,coffee,93.9
24.0,48.0,18.0,27.2,50.2,7.09,55.8,9.6,47.3,mothbeans,97.1
76.0,51.0,18.0,23.3,61.3,6.41,90.8,16.7,27.2,maize,96.1
0,29.0,5,44,96.6,8.09,10,10.5,32.6,muskmelon,40.2
138.0,24.0,205,42.7,98.0,8.27,24.8,16.0,48.0,grapes,32.8
18.0,132.0,205.0,22.4,92.2,5.86,130.8,16.3,65.7,apple,95.0
97.0,5,158.0,43.2,89.7,9.16,295.3,18.7,39.6,kidneybeans,19.0
11.0,43.0,13.0,33.8,64.1,5.32,28.1,9.9,29.4,mothbeans,72.8
28.0,127.0,162.0,23.8,83.4,6.15,68.2,14.0,42.0,grapes,95.4
17.0,34.0,90.0,37.1,71.7,5.98,246.6,9.6,78.0,papaya,39.3
111.0,5,5,8,100.0,3.52,71.1,3.9,26.3,jute,24.4
31.0,12.0,11.0,34.1,61.8,5.38,100.5,19.6,34.2,mothbeans,45.4
79.0,44.0,37.0,23.3,78.2,6.43,240.4,10.2,39.3,rice,95.7
4.0,62.0,205,12.2,75.3,4.74,186.9,19.2,51.6,apple,33.1
63.0,28.0,24.0,18.9,67.8,8.14,183.5,12.9,33.2,cotton,51.5
26.0,24.0,15.0,32.3,100,5.72,62.9,12.5,84.3,orange,54.9
90.0,34.0,24.0,25.5,58.3,6.72,150.0,13.2,59.2,coffee,96.1
73.0,52.0,27.0,22.5,65.2,6.53,73.5,17.0,10,maize,96.0
16.0,82.0,111.0,17.1,90.8,5.08,49.5,23.4,37.9,grapes,50.1
0,117.0,5,9.1,100,8.82,10,17.6,47.1,orange,34.9
140,19.0,31.0,27.6,65.2,5.75,300,13.9,24.4,rice,61.6
26.0,132.0,197.0,24.1,80.4,6.07,68.5,15.4,60.9,grapes,91.7
36.0,8.0,5,28.1,100,6.86,193.8,10.8,49.7,pomegranate,40.9
20.0,41.0,20.0,29.2,56.4,6.81,57.2,12.8,58.7,mothbeans,98
0,5,205,11.0,100,4.08,254.3,6.7,52.3,rice,30.8
21.0,13.0,12.0,24.4,91.3,6.98,121.3,4.1,43.1,orange,95.4
81.0,36.0,5,23.8,100,5.82,97.4,7.4,36.1,cotton,60.5
140,123.0,205,11.4,16.1,4.02,252.8,17.7,39.0,kidneybeans,28.8
120.0,133.0,178.0,41.5,16.8,8.48,257.0,2,59.0,papaya,22.2
139.0,24.0,39.0,32.2,99.6,5.95,28.7,13.2,49.3,watermelon,59.2
106.0,20.0,184.0,10.2,98.0,4.17,13.1,14.4,48.0,mothbeans,26.5
23.0,74.0,21.0,19.2,19.2,6.05,115.3,7.8,74.1,kidneybeans,91.6
91.0,15.0,5,44,14,8.62,299.0,5.3,34.3,pigeonpeas,20.7
16.0,27.0,31.0,31.1,50.1,5.84,95.9,20.5,23.7,mango,93.8
31.0,105.0,27.0,12.5,39.8,6.23,24.8,11.5,47.1,kidneybeans,53.2
140,16.0,24.0,22.6,100,7.48,36.5,2,39.1,muskmelon,57.2
65.0,49.0,39.0,24.4,79.9,6.36,179.9,17.1,38.2,jute,96.4
57.0,111.0,23.0,25.4,76.6,6.32,102.2,13.1,63.2,blackgram,50.6
44.0,101.0,79.0,19.5,65.4,4.82,139.1,23.7,22.3,banana,45.9
140,145,205,8.9,14,3.5,274.0,17.2,52.4,grapes,41.2
8.0,117.0,13.0,12.3,97.0,4.06,245.9,19.2,53.1,chickpea,22.5
56.0,112.0,101.0,10.7,14,6.4,10,15.4,57.3,chickpea,47.5
140,15.0,28.0,28.3,64.4,6.96,18.9,2,63.0,watermelon,59.2
97.0,19.0,51.0,29.7,92.5,6.55,34.2,8.6,48.0,muskmelon,96.2
18.0,22.0,202.0,8,98.9,8.1,274.7,12.8,32.3,papaya,26.9
92.0,84.0,51.0,27.9,83.4,5.71,116.6,11.1,34.0,banana,95.3
79.0,31.0,37.0,24.1,78.7,6.83,183.9,18.8,68.5,jute,88.6
47.0,18.0,29.0,25.9,36.4,5.38,43.8,14.9,55.4,mango,60.1
92.0,16.0,49.0,28.5,92.0,6.73,20.1,11.3,46.0,muskmelon,93.9
23.0,28.0,28.0,31.4,53.5,5.94,98.6,12.3,62.1,mango,96.5
44.0,74.0,55.0,34.4,93.8,6.82,129.8,14.4,34.3,papaya,95.5
55.0,50.0,53.0,34.6,93.9,6.55,161.1,3.0,63.9,papaya,91.7
130.0,119.0,5,8,14,3.73,280.3,9.5,57.5,kidneybeans,30.4
0,120.0,14.0,11.2,97.4,3.91,245.1,10.2,68.5,grapes,33.0
88.0,21.0,26.0,26.4,57.1,6.81,166.0,11.8,63.0,coffee,97.0
17.0,130.0,118.0,13.4,14,8.33,18.3,22.0,79.4,chickpea,44.1
47.0,17.0,75.0,22.6,94.5,5.88,21.1,10.7,36.4,watermelon,59.3
111.0,94.0,49.0,27.1,82.2,6.17,86.2,15.3,72.2,banana,96.6
77.0,47.0,30.0,23.7,82.7,6.76,168.4,11.7,38.7,jute,96.0
51.0,73.0,19.0,30.0,63.1,7.21,69.6,16.8,40.1,blackgram,92.2
34.0,87.0,205,28.4,75.0,7.55,16.0,18.8,50.2,apple,33.8
20.0,72.0,21.0,28.0,46.5,5.47,171.9,16.1,50.2,pigeonpeas,94.4
27.0,44.0,17.0,28.5,53.7,6.97,48.2,10.9,52.4,mothbeans,93.6
140,5,5,44,100,8.41,28.4,10.8,36.7,rice,24.6
104.0,24.0,34.0,25.7,61.6,6.89,170.2,9.9,56.4,coffee,92.6
51.0,35.0,204.0,8.6,14,4.27,292.9,4.8,26.5,lentil,23.1
118.0,8.0,185.0,10.5,99.0,4.22,293.2,16.3,44.3,cotton,31.3
25.0,27.0,58.0,22.5,100,5.01,215.0,13.4,64.1,pomegranate,52.7
6.0,30.0,34.0,22.2,70.4,6.04,98.4,12.8,54.4,mothbeans,41.5
24.0,17.0,12.0,22.6,92.4,7.06,125.3,15.7,58.7,orange,95.9
19.0,21.0,12.0,20.5,77.1,6.94,38.5,12.6,49.5,coconut,48.3
110.0,145,160.0,38.3,98.7,3.88,28.4,20.6,46.8,pigeonpeas,19.0
90.0,31.0,32.0,26.0,60.1,6.95,132.5,12.4,55.2,coffee,95.2
22.0,139.0,179.0,21.3,94.6,5.65,138.1,16.5,66.4,apple,96.6
22.0,64.0,25.0,27.5,46.2,5.9,140.9,8.5,30.7,pigeonpeas,93.3
140,145,181.0,8.5,15.3,8.69,41.2,10.2,53.0,mothbeans,32.6
85.0,91.0,20.0,19.5,91.5,7.95,31.1,8.5,53.2,maize,63.8
140,91.0,18.0,8,14,4.21,294.2,3.3,49.3,blackgram,37.4
11.0,5,6.0,43.6,100,3.62,271.0,11.5,68.5,apple,29.8
92.0,5,172.0,13.0,100,8.24,10,22.2,54.5,blackgram,23.3
10.0,5,202.0,8,21.3,3.67,268.8,5.7,50.0,watermelon,20.2
11.0,8.0,45.0,23.4,80.3,4.83,296.1,13.0,30.9,coconut,39.8
19.0,5,186.0,8,17.1,8.39,295.6,17.7,71.0,cotton,19.6
42.0,44.0,47.0,35.0,92.9,6.64,119.1,15.7,86.9,papaya,94.3
127.0,28.0,43.0,17.5,93.2,7.15,131.8,11.9,65.5,rice,64.4
1.0,131.0,171.0,43.7,100,3.98,249.6,5.9,58.6,blackgram,20.8
41.0,16.0,84.0,21.3,100,5.41,300,10.3,45.7,rice,57.6
21.0,19.0,114.0,23.3,27.0,8.36,48.7,12.3,31.0,chickpea,51.5
127.0,5,5,10.1,100,8.43,33.9,16.5,58.4,pigeonpeas,22.4
16.0,139.0,5,8,99.4,8.42,263.4,16.8,32.1,jute,25.7
15.0,20.0,30.0,35.8,66.9,6.21,90.2,4.3,54.1,mothbeans,55.7
14.0,68.0,19.0,24.4,64.9,6.62,48.8,2,49.2,lentil,92.8
53.0,145,23.0,41.6,90.4,3.68,10,17.1,66.4,cotton,41.7
102.0,9.0,174.0,11.3,94.6,8.62,244.9,13.4,57.6,grapes,33.4
29.0,14.0,40.0,9.2,17.6,8.63,16.5,14.3,51.3,apple,27.8
140,41.0,205,8.8,98.7,8.51,286.0,7.4,67.2,pomegranate,25.4
83.0,20.0,54.0,27.8,91.4,6.55,25.7,13.5,37.5,muskmelon,94.3
93.0,48.0,37.0,23.3,81.9,6.15,233.8,12.3,77.7,rice,96.9
11.0,5,8.0,17.0,82.2,6.46,220.1,12.3,59.2,orange,53.7
25.0,145,138.0,29.7,72.4,5.56,10,13.9,51.5,grapes,57.5
140,145,174.0,44,22.2,3.85,278.8,8.4,50.6,chickpea,31.8
21.0,145,69.0,12.2,78.0,6.37,147.6,18.9,46.8,apple,59.9
79.0,42.0,35.0,26.7,81.7,6.68,158.3,11.9,59.5,jute,95.6
22.0,52.0,16.0,20.8,17.8,5.89,122.5,17.9,49.6,kidneybeans,90.8
0,26.0,5,28.9,84.4,7.03,119.4,12.3,64.9,maize,64.0
27.0,16.0,19.0,23.1,79.2,6.24,300,11.4,47.2,coconut,63.8
39.0,68.0,98.0,18.9,18.0,7.14,72.5,9.7,43.1,chickpea,90.0
132.0,145.0,5.0,8.9,14,7.86,287.4,14.7,53.8,coconut,23.0
79.0,56.0,42.0,25.1,84.6,6.68,168.6,20.0,54.7,jute,95.9
36.0,88.0,12.0,20.1,61.6,6.47,234.0,5.5,42.2,pigeonpeas,51.0
24.0,50.0,18.0,27.9,48.4,6.86,55.8,19.0,73.0,mothbeans,94.8
72.0,49.0,29.0,23.3,66.7,6.14,110.2,9.5,63.6,maize,89.2
23.0,23.0,25.0,33.3,50.0,6.1,91.8,6.5,49.3,mango,92.6
140,22.0,18.0,16.5,67.4,7.84,181.4,16.1,55.6,cotton,57.4
129.0,142.0,25.0,11.8,100,4.26,300,13.3,62.7,rice,42.2
140,141.0,18.0,42.0,96.7,3.62,251.5,14.2,23.3,apple,43.4
33.0,44.0,33.0,36.0,28.9,5.45,32.2,15.3,59.6,mango,50.1
86.0,16.0,57.0,25.5,84.8,6.89,49.4,11.2,52.1,watermelon,97.4
140,120.0,5,9.3,92.5,4.85,300,11.8,22.1,mothbeans,22.6
69.0,112.0,33.0,16.9,14,6.72,107.4,12.4,33.5,chickpea,64.7
140,126.0,183.0,10.6,100,3.96,10,8.5,37.2,mango,23.0
38.0,19.0,14.0,25.4,82.5,6.48,32.2,14.6,58.0,pomegranate,58.6
140,129.0,8.0,12.4,100,3.66,287.6,17.8,59.4,muskmelon,33.8
36.0,87.0,25.0,28.2,58.7,7.74,10,10.2,39.2,lentil,65.6
74.0,36.0,15.0,23.7,65.2,6.56,81.5,8.9,35.4,maize,95.8
18.0,17.0,32.0,26.7,95.7,5.92,181.5,9.4,65.5,coconut,94.9
41.0,20.0,42.0,23.7,65.4,5.61,85.7,16.4,57.1,watermelon,58.6
107.0,10.0,5,42.5,16.7,4.14,10,14.3,67.0,chickpea,33.2
29.0,25.0,45.0,24.2,76.8,4.76,300,8.8,45.1,coconut,43.2
20.0,72.0,18.0,30.2,51.9,5.93,132.1,8.9,64.3,pigeonpeas,92.9
14.0,11.0,9.0,22.4,89.4,6.88,106.9,10.0,59.4,orange,92.0
43.0,64.0,23.0,29.5,64.0,7.08,62.1,16.2,66.5,blackgram,94.3
28.0,145,197.0,13.5,90.3,4.0,10,6.5,45.2,mango,31.6
17.0,70.0,27.0,27.8,50.3,5.77,144.3,6.6,41.1,pigeonpeas,98
26.0,76.0,19.0,27.8,49.5,5.9,169.4,15.0,50.7,pigeonpeas,91.5
133.0,119.0,205,43.5,18.3,8.53,10,18.9,50.5,watermelon,25.5
74.0,42.0,16.0,19.9,96.6,7.18,51.4,5.2,46.3,jute,53.7
4.0,111.0,182.0,8.5,90.0,3.98,10,17.9,25.1,banana,34.0
84.0,19.0,38.0,31.3,76.4,8.21,263.1,17.2,31.2,coffee,42.4
0,35.0,205,42.6,23.0,4.61,10,7.3,29.7,lentil,22.7
91.0,48.0,34.0,24.0,82.9,6.5,223.7,17.7,51.3,rice,96.4
15.0,56.0,35.0,34.8,100,5.96,30.0,9.8,58.3,mungbean,61.4
20.0,54.0,24.0,28.9,55.3,7.28,32.7,22.4,53.7,mothbeans,92.3
11.0,89.0,5,18.6,71.8,5.99,88.8,18.3,30.4,lentil,50.1
40.0,14.0,28.0,24.0,61.7,4.73,63.8,13.0,53.8,pigeonpeas,46.3
14.0,22.0,9.0,24.6,100,6.1,77.6,5.0,23.3,mungbean,62.6
71.0,75.0,31.0,33.5,79.1,8.1,133.0,11.2,46.1,blackgram,49.7
